FES Scenario,Building Block ID Number,Unit,DNO License Area,GSP,Latitude,Longitude,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Leading the Way,Lct_BB009,Number,South Western,Alverdiscott,51.00569113,-4.137455119,529.9,548.6,567.7,591.4,617.2,632.3,666.1,724.1,793.9,886.5,1066.2,1211.4,1379.4,1573.1,1888.5,2301.7,2646.6,2982.1,3319.0,3648.0,4256.8,4595.8,4895.7,5157.3,5374.6,5341.0,5504.2,5667.1,5818.6,5855.0,
Leading the Way,Lct_BB009,Number,South Western,Axminster,50.78707009,-2.924407538,483.8,501.8,518.9,540.6,564.1,595.5,628.5,683.0,748.6,835.3,943.8,1071.2,1219.0,1391.1,1670.4,1887.5,2170.8,2445.5,2722.6,2992.0,3170.1,3422.2,3645.5,3840.4,4003.0,3928.0,4047.0,4167.5,4277.9,4304.6,
Leading the Way,Lct_BB009,Number,South Western,Bridgewater,51.11731596,-2.968839464,499.2,510.4,530.4,551.7,575.1,595.5,628.5,683.0,750.1,836.8,1006.4,1142.7,1301.3,1484.9,1782.9,2164.6,2490.4,2804.2,3123.2,3432.3,3982.8,4299.7,4581.6,4825.3,5028.9,4989.0,5141.5,5294.3,5435.9,5469.9,
Leading the Way,Lct_BB009,Number,South Western,Exeter,50.76653853,-3.405935773,552.9,574.1,593.5,617.9,644.6,660.3,695.1,757.3,830.1,926.3,1114.6,1266.1,1440.8,1644.5,1974.3,2405.6,2766.6,3116.2,3470.4,3813.9,4450.0,4804.0,5117.2,5390.4,5618.1,5583.4,5754.8,5923.4,6082.6,6120.6,
Leading the Way,Lct_BB009,Number,South Western,Indian Queens,50.39489546,-4.900811188,568.3,582.7,605.0,628.9,657.5,674.3,710.5,773.1,846.7,944.7,1137.4,1291.3,1471.5,1678.0,2015.1,2454.6,2824.5,3180.4,3541.6,3892.3,4541.4,4902.7,5222.4,5500.5,5733.4,5698.0,5871.8,6044.9,6206.3,6245.1,
Leading the Way,Lct_BB009,Number,South Western,Iron Acton,51.56898279,-2.481269925,4008.8,4125.3,4277.7,4446.3,4646.2,4909.6,5175.0,5628.3,6174.8,6887.3,7634.1,8667.6,9869.5,11257.8,13521.8,14928.4,17170.9,19337.7,21529.9,23662.8,24333.7,26268.6,27982.7,29480.1,30721.9,30029.0,30946.5,31860.4,32710.7,32915.2,
Leading the Way,Lct_BB009,Number,South Western,Landulph,50.44427951,-4.242062692,506.9,518.9,536.2,558.3,584.2,597.3,630.2,684.6,751.7,838.2,1009.2,1145.5,1304.1,1487.7,1787.2,2177.6,2504.8,2820.2,3139.5,3451.9,4027.0,4347.5,4630.3,4878.0,5084.1,5052.9,5207.5,5360.8,5504.4,5538.8,
Leading the Way,Lct_BB009,Number,South Western,Seabank,51.53628626,-2.670486215,552.9,569.9,590.6,613.4,642.8,660.3,696.8,758.9,831.7,927.7,1110.3,1260.5,1435.2,1637.5,1967.3,2379.6,2736.2,3081.3,3431.8,3771.6,4374.0,4722.3,5029.2,5299.4,5522.3,5498.2,5665.8,5833.5,5989.0,6026.5,
Leading the Way,Lct_BB009,Number,South Western,Taunton,51.01688662,-3.152813457,483.8,493.3,513.2,534.0,558.6,579.8,611.4,665.6,730.5,814.0,968.0,1099.2,1251.1,1426.1,1714.0,2031.8,2337.1,2632.1,2930.3,3221.2,3667.8,3960.4,4218.8,4443.8,4631.2,4589.5,4729.4,4869.8,4999.8,5031.0,
Leading the Way,Lct_BB009,Number,SPD,Ayr,55.45688294,-4.587391665,491.5,506.1,524.7,547.2,571.4,658.6,693.4,754.1,827.1,923.4,1282.6,1456.7,1658.4,1892.2,2272.6,4173.3,4800.0,5407.1,6019.3,6615.8,9166.4,9896.4,10542.2,11106.3,11573.9,13441.0,13850.3,14260.0,14641.7,14733.2,
Leading the Way,Lct_BB009,Number,SPD,Bainsford,56.01383993,-3.767711215,314.9,323.2,335.5,350.9,366.3,423.9,447.5,486.9,534.3,595.2,831.3,943.6,1074.0,1226.0,1471.9,2720.2,3129.6,3524.6,3922.9,4311.5,5985.7,6461.9,6884.1,7251.5,7557.9,8787.7,9055.0,9323.6,9571.7,9631.6,
Leading the Way,Lct_BB009,Number,SPD,Bathgate,55.90042458,-3.673881129,468.5,484.8,504.6,523.0,547.6,634.1,669.5,727.3,798.4,890.7,1242.7,1411.9,1606.8,1833.4,2202.3,4068.0,4679.9,5270.1,5868.0,6448.4,8951.8,9663.5,10295.6,10846.1,11302.8,13141.4,13542.1,13942.1,14314.1,14403.7,
Leading the Way,Lct_BB009,Number,SPD,Berwick,55.77742429,-2.078700087,192.0,199.9,206.4,214.0,223.4,257.5,271.6,295.6,323.0,360.8,502.5,570.6,648.6,740.4,889.4,1633.5,1878.6,2115.9,2354.6,2587.8,3587.1,3872.5,4124.5,4344.8,4527.3,5259.2,5418.5,5578.9,5728.3,5764.2,
Leading the Way,Lct_BB009,Number,SPD,Bonnybridge,56.0071049,-3.860301279,783.3,808.1,837.2,869.4,908.4,1054.4,1111.9,1209.5,1326.7,1480.3,2066.9,2345.7,2671.0,3046.8,3660.1,6762.2,7777.7,8759.6,9752.3,10719.2,14879.7,16063.8,17112.2,18027.4,18786.0,21842.3,22509.7,23174.2,23794.0,23942.8,
Leading the Way,Lct_BB009,Number,SPD,Braehead Park,55.88072439,-4.381001627,360.9,365.8,381.3,397.2,413.9,476.4,502.1,547.0,599.2,669.1,929.5,1055.8,1202.3,1371.5,1647.8,3026.1,3479.6,3919.7,4363.5,4795.6,6646.2,7174.4,7642.8,8051.2,8390.6,9743.9,10040.8,10338.9,10614.5,10680.8,
Leading the Way,Lct_BB009,Number,SPD,Broxburn,55.91932467,-3.453400982,622.1,642.2,665.2,690.7,721.6,832.0,876.2,953.3,1046.0,1166.3,1621.3,1840.9,2096.4,2390.4,2872.1,5274.4,6066.9,6831.8,7606.9,8360.6,11583.2,12504.3,13320.7,14033.8,14624.0,16984.3,17503.3,18019.8,18501.8,18617.5,
Leading the Way,Lct_BB009,Number,SPD,Carntyne,55.85698435,-4.196611487,238.1,246.7,258.0,267.0,278.4,320.5,338.2,368.4,403.0,450.3,626.3,710.8,809.0,923.7,1108.9,2036.2,2342.9,2637.9,2937.7,3228.7,4472.9,4828.7,5143.9,5419.1,5647.3,6559.2,6758.7,6958.6,7143.7,7188.4,
Leading the Way,Lct_BB009,Number,SPD,Carsfad,55.14350194,-4.189291315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SPD,Chapelcross,55.01352163,-3.221100707,468.5,480.6,291.0,302.0,315.5,362.7,382.4,416.3,456.1,509.2,707.6,803.4,915.0,1043.9,1253.7,2302.5,2648.1,2982.2,3320.0,3649.1,5056.1,5458.2,5814.8,6125.0,6383.3,7413.1,7639.3,7865.4,8075.4,8125.9,
Leading the Way,Lct_BB009,Number,SPD,Charlotte Street,55.85505434,-4.239011517,238.1,246.7,255.2,267.0,278.4,320.5,338.2,366.8,403.0,448.9,624.9,709.4,807.6,920.9,1106.1,2030.4,2335.6,2630.7,2928.8,3219.7,4460.7,4814.8,5129.7,5403.1,5631.1,6539.6,6738.9,6938.6,7123.7,7168.2,
Leading the Way,Lct_BB009,Number,SPD,Clyde’s Mill,55.822417,-4.1492781,798.7,820.8,851.5,884.9,924.8,1064.9,1122.1,1220.5,1338.8,1493.1,2075.4,2356.9,2683.6,3060.8,3675.6,6752.1,7766.2,8746.5,9737.5,10702.6,14829.4,16008.2,17054.1,17965.2,18722.7,21742.4,22405.8,23069.4,23685.4,23833.5,
Leading the Way,Lct_BB009,Number,SPD,Coatbridge,55.85144437,-4.013441355,675.8,693.2,719.6,745.8,780.2,898.5,947.9,1030.8,1130.5,1260.1,1752.3,1989.5,2265.1,2584.9,3104.3,5701.5,6557.1,7384.5,8221.1,9036.2,12520.7,13516.0,14398.1,15168.6,15807.3,18358.0,18919.4,19477.7,19997.4,20122.4,
Leading the Way,Lct_BB009,Number,SPD,Cockenzie,55.96662487,-2.967000664,552.9,569.9,593.5,615.6,644.6,740.9,782.2,850.6,932.8,1039.9,1446.3,1643.2,1870.4,2132.9,2562.5,4705.8,5413.2,6096.9,6786.4,7460.3,10336.8,11158.0,11886.7,12522.2,13049.4,15155.3,15617.5,16079.1,16508.2,16611.5,
Leading the Way,Lct_BB009,Number,SPD,Coylton,55.44712294,-4.429001551,445.4,459.3,475.9,496.5,518.3,595.5,628.5,683.0,750.1,836.8,1163.0,1320.7,1503.6,1714.4,2060.1,3783.7,4351.7,4901.1,5455.5,5997.5,8309.6,8969.5,9555.8,10065.6,10489.5,12183.5,12554.7,12925.2,13271.4,13354.4,
Leading the Way,Lct_BB009,Number,SPD,Crookston A,55.8211242,-4.3643016,291.8,297.7,306.8,320.0,335.1,383.6,404.8,441.1,483.0,538.4,751.6,852.5,970.8,1107.0,1329.8,2456.1,2824.5,3180.4,3541.6,3892.3,5404.3,5834.2,6215.1,6547.6,6824.2,7926.4,8168.1,8409.9,8634.3,8688.3,
Leading the Way,Lct_BB009,Number,SPD,Crookston B,55.8211242,-4.3643016,207.4,212.6,220.8,229.5,239.9,275.0,290.3,316.2,345.6,386.4,538.1,611.3,696.0,793.5,952.7,1759.1,2023.3,2279.2,2537.1,2788.4,3871.7,4179.4,4452.8,4691.2,4887.6,5678.3,5852.0,6024.9,6184.5,6223.2,
Leading the Way,Lct_BB009,Number,SPD,Cumbernauld,55.94697769,-3.96379534,430.1,438.1,455.9,472.2,494.5,572.8,604.6,657.7,720.0,804.1,1123.1,1274.5,1450.6,1655.6,1988.4,3674.0,4225.8,4758.2,5298.3,5822.6,8084.4,8727.4,9296.7,9792.7,10205.4,11865.9,12228.3,12589.0,12925.5,13006.4,
Leading the Way,Lct_BB009,Number,SPD,Cupar,56.31422597,-3.035000748,522.2,540.1,559.1,582.5,608.0,705.9,744.7,809.5,887.5,990.2,1382.2,1570.3,1786.7,2039.1,2448.5,4525.4,5204.9,5860.6,6525.3,7172.3,9956.3,10747.7,11450.0,12062.4,12570.5,14615.0,15060.3,15506.6,15920.0,16019.6,
Leading the Way,Lct_BB009,Number,SPD,Currie,55.90222463,-3.308700882,184.3,191.4,197.8,205.2,214.3,245.2,259.6,281.4,309.4,345.2,479.7,544.0,619.3,706.8,848.5,1558.5,1793.3,2019.7,2249.3,2471.7,3424.3,3696.7,3937.6,4148.5,4322.7,5020.1,5174.5,5327.5,5469.3,5503.5,
Leading the Way,Lct_BB009,Number,SPD,Dalmarnock,55.835349,-4.20354,345.6,357.2,369.9,384.0,401.1,460.7,486.8,528.1,579.6,646.4,899.6,1020.7,1161.9,1325.4,1593.0,2925.1,3363.9,3788.5,4218.1,4635.7,6424.0,6935.4,7386.8,7783.0,8109.8,9419.7,9706.1,9992.7,10260.2,10324.4,
Leading the Way,Lct_BB009,Number,SPD,Devol Moor,55.92738048,-4.676817863,215.0,221.2,229.4,238.3,249.1,287.3,302.3,328.8,360.7,402.0,559.4,635.1,722.5,824.3,990.7,1819.7,2092.7,2356.5,2623.2,2883.4,3995.0,4312.0,4594.1,4839.7,5043.5,5858.4,6036.7,6214.6,6380.0,6419.9,
Leading the Way,Lct_BB009,Number,SPD,Devonside,56.13732532,-3.779201246,744.9,765.5,794.2,827.5,864.4,1001.9,1057.2,1149.4,1260.3,1406.4,1963.0,2229.3,2538.5,2895.6,3477.2,6425.9,7390.1,8323.6,9267.1,10185.4,14138.5,15263.3,16259.3,17128.8,17851.0,20755.1,21388.7,22020.8,22607.5,22748.9,
Leading the Way,Lct_BB009,Number,SPD,Dewar Place,55.94719479,-3.209000822,391.7,404.0,418.6,434.7,454.2,523.7,551.7,599.2,658.1,733.0,1019.2,1158.1,1318.1,1504.5,1806.9,3317.6,3815.1,4297.4,4784.9,5258.6,7285.4,7865.3,8379.4,8827.0,9199.0,10683.7,11008.4,11334.1,11637.1,11709.9,
Leading the Way,Lct_BB009,Number,SPD,Drumchapel,55.91572452,-4.348901612,1167.3,1199.3,1244.3,1293.1,1349.7,1565.9,1651.6,1796.0,1969.7,2197.7,3069.0,3484.1,3968.2,4526.1,5436.0,10043.7,11552.3,13010.4,14485.3,15920.5,22101.1,23858.1,25416.2,26776.2,27902.2,32442.5,33432.4,34420.1,35339.2,35560.2,
Leading the Way,Lct_BB009,Number,SPD,Drumcross,55.90647761,-3.587601071,230.4,238.2,246.6,256.0,267.4,310.0,326.2,355.7,389.4,434.7,606.4,689.8,785.3,895.7,1075.1,1987.1,2285.0,2573.8,2865.0,3148.8,4372.4,4719.2,5027.6,5296.2,5519.1,6416.8,6613.6,6808.8,6990.0,7033.7,
Leading the Way,Lct_BB009,Number,SPD,Dumfries 11,55.06192176,-3.583000924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SPD,Dumfries 33,55.06192176,-3.583000924,430.1,442.3,458.7,474.4,496.3,572.8,604.6,657.7,721.5,804.1,1121.7,1274.5,1450.6,1654.2,1987.0,3676.9,4228.7,4762.6,5301.2,5827.1,8095.0,8739.8,9309.2,9807.0,10220.1,11888.8,12251.3,12614.0,12950.6,13031.6,
Leading the Way,Lct_BB009,Number,SPD,Dumfries ICI,55.06192176,-3.583000924,76.8,76.6,77.4,81.6,84.2,98.1,102.5,112.3,123.8,137.8,192.2,217.3,248.3,282.7,339.1,627.7,721.7,812.2,905.1,995.3,1381.9,1491.3,1589.5,1674.4,1745.0,2028.7,2091.9,2153.7,2210.8,2224.6,
Leading the Way,Lct_BB009,Number,SPD,Dunbar,55.97660493,-2.572700408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SPD,Dunbar A,55.97660493,-2.572700408,179.9,184.2,191.4,199.0,206.7,238.8,251.0,273.9,300.1,334.9,465.9,528.6,602.1,686.6,824.3,1514.3,1741.5,1962.0,2183.7,2400.5,3325.9,3590.4,3825.0,4028.9,4198.6,4876.8,5024.6,5173.4,5311.7,5344.9,
Leading the Way,Lct_BB009,Number,SPD,Dunbar B,55.97660493,-2.572700408,73.5,75.2,78.2,81.3,84.4,97.5,102.5,111.9,122.6,136.8,190.3,215.9,245.9,280.5,336.7,618.5,711.3,801.4,892.0,980.5,1358.5,1466.5,1562.3,1645.6,1714.9,1991.9,2052.3,2113.1,2169.6,2183.1,
Leading the Way,Lct_BB009,Number,SPD,Dunfermline,56.08955522,-3.448901005,529.9,544.4,564.8,584.8,611.7,711.1,748.1,814.2,893.5,995.9,1390.7,1580.1,1799.3,2051.7,2464.0,4552.8,5236.7,5898.6,6566.8,7217.5,10018.7,10815.6,11522.3,12139.1,12650.1,14708.3,15155.9,15604.8,16020.3,16120.5,
Leading the Way,Lct_BB009,Number,SPD,Earlstoun,55.11022183,-4.169301294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SPD,East Kilbride,55.78492412,-4.191601466,622.1,637.9,662.3,688.5,719.7,828.5,872.8,948.6,1041.5,1162.1,1614.2,1833.9,2088.0,2382.0,2859.4,5252.7,6042.3,6804.1,7575.7,8325.9,11537.6,12455.0,13267.3,13977.9,14565.5,16915.5,17432.4,17948.2,18426.6,18541.8,
Leading the Way,Lct_BB009,Number,SPD,East Kilbride South,55.73952397,-4.161101434,599.0,616.7,639.4,664.2,695.9,800.5,843.7,917.0,1006.7,1122.3,1561.6,1772.2,2018.3,2302.2,2765.2,5078.1,5841.3,6578.1,7325.0,8050.0,11154.0,12041.6,12827.5,13513.4,14081.8,16353.9,16853.8,17352.4,17815.0,17926.4,
Leading the Way,Lct_BB009,Number,SPD,Easterhouse,55.87860445,-4.073001403,975.3,999.4,1037.9,1076.8,1126.3,1296.1,1366.3,1486.1,1631.6,1819.8,2529.5,2871.4,3269.4,3729.8,4480.5,8228.3,9464.0,10658.2,11866.6,13043.1,18071.1,19509.1,20781.2,21893.4,22814.9,26497.3,27305.1,28112.3,28863.9,29044.4,
Leading the Way,Lct_BB009,Number,SPD,Eccles,55.66812393,-2.327700238,314.9,323.2,335.5,348.6,364.4,420.4,442.4,482.2,528.3,589.6,818.5,929.6,1058.6,1207.8,1450.8,2663.9,3064.5,3451.6,3842.8,4222.5,5851.7,6316.9,6728.7,7088.7,7387.5,8579.7,8840.7,9102.3,9344.5,9402.9,
Leading the Way,Lct_BB009,Number,SPD,Elderslie,55.83952424,-4.462901677,583.7,599.7,622.2,646.5,675.8,777.7,819.8,891.7,978.1,1091.1,1517.4,1723.1,1962.5,2237.9,2687.8,4936.7,5677.8,6394.4,7120.2,7825.3,10842.0,11703.9,12467.8,13135.1,13689.0,15897.1,16382.4,16866.4,17317.0,17425.3,
Leading the Way,Lct_BB009,Number,SPD,Erskine,55.90362445,-4.481001707,322.5,331.7,346.9,359.7,375.4,432.6,456.0,496.4,543.4,606.6,844.1,957.6,1090.7,1244.2,1494.5,2744.7,3157.1,3555.2,3958.5,4350.7,6028.3,6508.2,6932.8,7304.2,7611.5,8840.1,9109.4,9378.5,9628.5,9688.8,
Leading the Way,Lct_BB009,Number,SPD,Finnieston,55.863398,-4.286086,192.0,199.9,206.4,214.0,223.4,259.2,273.3,297.2,326.0,362.3,506.8,574.8,655.6,747.4,897.8,1658.1,1907.6,2148.0,2391.7,2628.5,3648.0,3938.8,4195.2,4419.9,4606.8,5355.8,5519.0,5682.0,5833.6,5870.1,
Leading the Way,Lct_BB009,Number,SPD,Galashiels,55.60782371,-2.766500503,345.6,353.0,367.0,381.7,399.2,458.9,483.3,526.5,576.6,643.5,895.4,1016.5,1157.7,1319.8,1585.9,2912.1,3349.4,3772.5,4200.3,4616.1,6396.6,6906.1,7356.9,7749.5,8075.7,9378.8,9664.9,9951.1,10216.8,10280.7,
Leading the Way,Lct_BB009,Number,SPD,Giffnock,55.79802414,-4.297701545,1006.0,1037.7,1075.2,1116.6,1166.6,1343.4,1415.9,1539.9,1690.5,1885.2,2620.6,2975.2,3387.9,3864.1,4641.0,8525.6,9805.3,11043.2,12295.4,13513.6,18724.0,20212.3,21532.0,22683.5,23639.6,27453.5,28290.8,29127.5,29905.0,30092.0,
Leading the Way,Lct_BB009,Number,SPD,Glenlee,55.09722178,-4.181001299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SPD,Glenluce,54.87662088,-4.798001647,176.6,178.6,186.4,194.2,203.3,233.0,245.9,267.2,292.8,326.7,454.1,516.0,587.2,670.4,804.9,1479.1,1700.7,1916.1,2132.1,2343.5,3247.7,3505.5,3735.0,3934.6,4100.4,4761.4,4907.5,5051.3,5186.9,5219.4,
Leading the Way,Lct_BB009,Number,SPD,Glenniston,56.1084253,-3.267100883,307.2,314.7,326.9,339.8,355.3,411.6,433.8,471.1,517.7,576.8,805.7,915.5,1041.9,1188.2,1426.9,2636.5,3032.7,3416.6,3802.7,4180.3,5803.0,6264.5,6673.7,7029.6,7325.8,8517.5,8778.0,9037.3,9279.3,9337.3,
Leading the Way,Lct_BB009,Number,SPD,Glenrothes,56.20402561,-3.196300847,460.8,472.1,490.3,509.7,532.9,618.3,652.4,708.3,777.3,868.0,1211.4,1375.4,1566.3,1785.8,2146.0,3964.1,4559.9,5135.9,5718.1,6284.0,8723.6,9418.3,10031.7,10568.4,11013.8,12805.7,13195.9,13586.0,13949.9,14037.1,
Leading the Way,Lct_BB009,Number,SPD,Gorgie,55.93502474,-3.234800837,399.3,408.3,424.3,439.1,459.7,529.0,558.5,607.1,665.6,743.0,1032.0,1172.1,1334.8,1522.7,1828.0,3358.0,3862.8,4349.9,4842.8,5323.4,7376.7,7962.5,8481.5,8935.5,9312.7,10814.7,11145.2,11473.9,11780.8,11854.5,
Leading the Way,Lct_BB009,Number,SPD,Govan,55.85352432,-4.314201571,368.6,374.3,389.9,403.8,423.0,486.9,514.1,558.1,612.8,683.3,949.5,1078.2,1227.4,1400.9,1681.6,3089.6,3553.3,4001.4,4455.5,4896.6,6784.7,7324.0,7803.0,8220.4,8566.0,9948.6,10251.8,10555.2,10836.7,10904.5,
Leading the Way,Lct_BB009,Number,SPD,Grangemouth A,56.0018249,-3.689301158,291.8,297.7,309.6,320.0,335.1,387.1,406.5,442.7,486.0,542.7,755.9,858.1,977.7,1115.4,1338.3,2473.4,2844.7,3203.7,3568.3,3920.9,5446.9,5878.9,6262.2,6598.7,6876.1,7993.6,8237.3,8481.5,8707.8,8762.3,
Leading the Way,Lct_BB009,Number,SPD,Grangemouth C,56.0018249,-3.689301158,207.4,216.9,223.6,231.7,241.7,278.5,293.8,319.4,351.7,392.1,546.6,619.7,705.8,804.7,966.8,1786.5,2055.1,2315.7,2577.2,2833.6,3934.1,4247.3,4525.0,4766.2,4967.2,5774.9,5950.9,6126.4,6291.5,6330.8,
Leading the Way,Lct_BB009,Number,SPD,Haggs Road,55.83002425,-4.296476552,506.9,523.1,541.9,564.9,589.7,679.6,715.6,777.8,854.3,953.2,1323.8,1504.4,1712.8,1953.7,2345.8,4309.0,4954.7,5580.7,6213.7,6828.5,9463.2,10215.7,10881.4,11463.9,11947.2,13873.3,14297.1,14719.4,15112.9,15207.4,
Leading the Way,Lct_BB009,Number,SPD,Hawick,55.4282231,-2.791000502,284.1,293.5,306.8,317.8,331.5,381.8,403.1,437.9,481.5,537.0,745.9,846.8,963.8,1100.0,1321.4,2427.2,2791.2,3144.0,3500.0,3847.0,5329.7,5754.0,6128.7,6456.6,6728.4,7815.1,8052.7,8291.7,8512.3,8565.5,
Leading the Way,Lct_BB009,Number,SPD,Helensburgh,56.01992478,-4.701001908,314.9,323.2,332.6,346.4,362.6,420.4,444.1,482.2,528.3,589.6,824.2,935.2,1065.6,1214.8,1459.3,2695.6,3100.7,3492.5,3888.8,4273.8,5932.4,6404.8,6822.9,7187.7,7489.7,8709.1,8974.2,9240.4,9486.5,9545.8,
Leading the Way,Lct_BB009,Number,SPD,Hunterston Farm,55.74322384,-4.863501953,61.4,63.8,65.9,68.4,71.4,82.3,87.1,94.9,104.1,116.5,160.9,182.3,207.8,237.9,285.7,523.8,603.1,679.5,755.2,830.9,1150.6,1243.0,1324.1,1395.1,1452.8,1688.1,1739.1,1790.8,1838.1,1849.6,
Leading the Way,Lct_BB009,Number,SPD,Inverkeithing,56.04217507,-3.389520957,744.9,769.8,797.1,829.7,866.2,1005.4,1060.6,1154.1,1264.8,1410.7,1970.1,2237.7,2546.9,2905.4,3489.9,6449.0,7417.6,8354.2,9299.8,10221.6,14190.2,15318.9,16319.0,17191.0,17914.3,20830.4,21464.6,22099.1,22689.4,22831.3,
Leading the Way,Lct_BB009,Number,SPD,Johnstone,55.84432425,-4.504101709,599.0,616.7,642.2,666.4,695.9,800.5,845.4,918.6,1008.2,1123.7,1563.0,1775.0,2021.0,2305.0,2768.0,5083.9,5848.5,6585.4,7332.4,8059.0,11166.2,12054.0,12841.6,13527.8,14098.0,16373.5,16872.0,17370.7,17835.0,17946.6,
Leading the Way,Lct_BB009,Number,SPD,Kaimes,55.89052461,-3.163400784,1282.5,1318.4,1367.6,1421.1,1485.3,1709.5,1801.9,1960.4,2150.8,2398.0,3333.8,3785.6,4311.3,4918.0,5906.0,10847.5,12476.5,14051.6,15644.1,17194.8,23823.9,25719.6,27396.8,28862.4,30079.0,34931.3,35997.4,37061.4,38051.3,38289.3,
Leading the Way,Lct_BB009,Number,SPD,Kendoon,55.16082201,-4.180501313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SPD,Kilbowie 11,55.90472447,-4.412101656,138.2,144.6,152.0,156.7,164.8,190.9,201.5,219.8,240.0,268.5,375.8,426.2,485.4,552.8,664.2,1228.0,1411.5,1590.9,1770.0,1945.4,2699.9,2914.8,3105.2,3272.2,3408.9,3964.0,4084.9,4205.8,4318.0,4345.0,
Leading the Way,Lct_BB009,Number,SPD,Kilbowie 33,55.90472447,-4.412101656,337.9,348.7,361.3,375.1,391.9,457.2,481.6,524.9,575.1,642.1,896.8,1017.9,1159.1,1322.6,1588.7,2933.7,3375.5,3801.6,4231.5,4650.8,6454.4,6967.7,7422.9,7819.8,8148.8,9475.4,9765.5,10054.3,10322.0,10386.6,
Leading the Way,Lct_BB009,Number,SPD,Killermont,55.90332448,-4.30990158,1013.7,1046.2,1083.8,1125.4,1177.6,1366.2,1439.8,1565.2,1717.6,1916.4,2674.7,3036.9,3457.7,3945.3,4738.1,8755.0,10070.0,11340.7,12626.2,13877.1,19264.3,20796.8,22154.0,23338.0,24321.3,28278.7,29141.4,30003.0,30804.0,30996.7,
Leading the Way,Lct_BB009,Number,SPD,Kilmarnock South,55.57962338,-4.456001604,522.2,540.1,559.1,580.3,606.2,697.1,736.1,800.0,876.9,978.8,1360.8,1545.1,1760.2,2006.9,2410.5,4428.7,5093.6,5735.2,6385.8,7018.5,9725.0,10499.4,11184.6,11781.5,12278.4,14259.7,14694.4,15128.8,15532.3,15629.5,
Leading the Way,Lct_BB009,Number,SPD,Kilmarnock Town,55.59312342,-4.48700163,668.1,684.7,711.0,737.0,771.0,888.0,935.9,1018.2,1116.9,1245.9,1732.4,1967.1,2238.6,2554.1,3067.7,5635.1,6480.5,7298.5,8126.2,8930.7,12374.6,13358.7,14231.6,14993.1,15623.9,18145.1,18698.5,19251.4,19765.1,19888.7,
Leading the Way,Lct_BB009,Number,SPD,Kilwinning,55.66402362,-4.678101789,775.6,799.6,828.6,860.6,899.2,1035.2,1091.4,1187.3,1302.6,1453.3,2019.9,2292.4,2611.0,2978.2,3577.1,6570.2,7556.5,8510.3,9474.9,10413.1,14429.2,15576.4,16592.3,17479.9,18216.2,21156.2,21800.9,22446.9,23045.3,23189.5,
Leading the Way,Lct_BB009,Number,SPD,Lesmahagow,55.6349608,-3.887186,0.0,0.0,0.0,0.0,113.1,130.2,137.4,149.4,163.8,182.8,254.1,288.5,328.6,374.8,450.2,826.7,950.9,1070.9,1192.4,1310.6,1815.8,1960.2,2088.2,2199.8,2292.6,2662.4,2743.7,2824.6,2900.1,2918.2,
Leading the Way,Lct_BB009,Number,SPD,Leven,56.20782564,-2.99720071,522.2,540.1,562.0,582.5,609.9,707.6,744.7,811.0,889.0,991.6,1385.0,1571.7,1790.9,2041.9,2452.8,4532.6,5212.2,5870.9,6535.7,7184.4,9973.0,10766.2,11468.9,12081.6,12590.0,14639.6,15085.0,15531.6,15946.8,16046.5,
